,Class,Text,text_message,word_tokens,stemmed,final_text,labels
49,ham,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,u dont know how stubborn i am i didnt even want to go to the hospital i kept telling mark im not a weak sucker hospitals are for weak suckers,"['u', 'dont', 'know', 'how', 'stubborn', 'i', 'am', 'i', 'didnt', 'even', 'want', 'to', 'go', 'to', 'the', 'hospital', 'i', 'kept', 'telling', 'mark', 'im', 'not', 'a', 'weak', 'sucker', 'hospitals', 'are', 'for', 'weak', 'suckers']","['u', 'dont', 'know', 'how', 'stubborn', 'i', 'am', 'i', 'didnt', 'even', 'want', 'to', 'go', 'to', 'the', 'hospit', 'i', 'kept', 'tell', 'mark', 'im', 'not', 'a', 'weak', 'sucker', 'hospit', 'are', 'for', 'weak', 'sucker']",dont know how stubborn am didnt even want to go to the hospit kept tell mark im not weak sucker hospit are for weak sucker,0
50,ham,What you thinked about me. First time you saw me in class.,what you thinked about me first time you saw me in class,"['what', 'you', 'thinked', 'about', 'me', 'first', 'time', 'you', 'saw', 'me', 'in', 'class']","['what', 'you', 'think', 'about', 'me', 'first', 'time', 'you', 'saw', 'me', 'in', 'class']",what you think about me first time you saw me in class,0
51,ham,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;",a gram usually runs like  ltgt  a half eighth is smarter though and gets you almost a whole second gram for  ltgt,"['a', 'gram', 'usually', 'runs', 'like', '', 'ltgt', '', 'a', 'half', 'eighth', 'is', 'smarter', 'though', 'and', 'gets', 'you', 'almost', 'a', 'whole', 'second', 'gram', 'for', '', 'ltgt']","['a', 'gram', 'usual', 'run', 'like', '', 'ltgt', '', 'a', 'half', 'eighth', 'is', 'smarter', 'though', 'and', 'get', 'you', 'almost', 'a', 'whole', 'second', 'gram', 'for', '', 'ltgt']",gram usual run like ltgt half eighth is smarter though and get you almost whole second gram for ltgt,0
52,ham,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,k fyi x has a ride early tomorrow morning but hes crashing at our place tonight,"['k', 'fyi', 'x', 'has', 'a', 'ride', 'early', 'tomorrow', 'morning', 'but', 'hes', 'crashing', 'at', 'our', 'place', 'tonight']","['k', 'fyi', 'x', 'ha', 'a', 'ride', 'earli', 'tomorrow', 'morn', 'but', 'he', 'crash', 'at', 'our', 'place', 'tonight']",fyi ha ride earli tomorrow morn but he crash at our place tonight,0
53,ham,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about \the cave\"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.""",wow i never realized that you were so embarassed by your accomodations i thought you liked it since i was doing the best i could and you always seemed so happy about the cave im sorry i didnt and dont have more to give im sorry i offered im sorry your room was so embarassing,"['wow', 'i', 'never', 'realized', 'that', 'you', 'were', 'so', 'embarassed', 'by', 'your', 'accomodations', 'i', 'thought', 'you', 'liked', 'it', 'since', 'i', 'was', 'doing', 'the', 'best', 'i', 'could', 'and', 'you', 'always', 'seemed', 'so', 'happy', 'about', 'the', 'cave', 'im', 'sorry', 'i', 'didnt', 'and', 'dont', 'have', 'more', 'to', 'give', 'im', 'sorry', 'i', 'offered', 'im', 'sorry', 'your', 'room', 'was', 'so', 'embarassing']","['wow', 'i', 'never', 'realiz', 'that', 'you', 'were', 'so', 'embarass', 'by', 'your', 'accomod', 'i', 'thought', 'you', 'like', 'it', 'sinc', 'i', 'wa', 'do', 'the', 'best', 'i', 'could', 'and', 'you', 'alway', 'seem', 'so', 'happi', 'about', 'the', 'cave', 'im', 'sorri', 'i', 'didnt', 'and', 'dont', 'have', 'more', 'to', 'give', 'im', 'sorri', 'i', 'offer', 'im', 'sorri', 'your', 'room', 'wa', 'so', 'embarass']",wow never realiz that you were so embarass by your accomod thought you like it sinc wa do the best could and you alway seem so happi about the cave im sorri didnt and dont have more to give im sorri offer im sorri your room wa so embarass,0
54,spam,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,sms ac sptv the new jersey devils and the detroit red wings play ice hockey correct or incorrect end reply end sptv,"['sms', 'ac', 'sptv', 'the', 'new', 'jersey', 'devils', 'and', 'the', 'detroit', 'red', 'wings', 'play', 'ice', 'hockey', 'correct', 'or', 'incorrect', 'end', 'reply', 'end', 'sptv']","['sm', 'ac', 'sptv', 'the', 'new', 'jersey', 'devil', 'and', 'the', 'detroit', 'red', 'wing', 'play', 'ice', 'hockey', 'correct', 'or', 'incorrect', 'end', 'repli', 'end', 'sptv']",sm ac sptv the new jersey devil and the detroit red wing play ice hockey correct or incorrect end repli end sptv,1
55,ham,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,do you know what mallika sherawat did yesterday find out now   lturlgt,"['do', 'you', 'know', 'what', 'mallika', 'sherawat', 'did', 'yesterday', 'find', 'out', 'now', '', '', 'lturlgt']","['do', 'you', 'know', 'what', 'mallika', 'sherawat', 'did', 'yesterday', 'find', 'out', 'now', '', '', 'lturlgt']",do you know what mallika sherawat did yesterday find out now lturlgt,0
56,spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",congrats 1 year special cinema pass for 2 is yours call 09061209465 now c suprman v matrix3 starwars3 etc all 4 free bx420ip45we 150pm dont miss out,"['congrats', '1', 'year', 'special', 'cinema', 'pass', 'for', '2', 'is', 'yours', 'call', '09061209465', 'now', 'c', 'suprman', 'v', 'matrix3', 'starwars3', 'etc', 'all', '4', 'free', 'bx420ip45we', '150pm', 'dont', 'miss', 'out']","['congrat', '1', 'year', 'special', 'cinema', 'pass', 'for', '2', 'is', 'your', 'call', '09061209465', 'now', 'c', 'suprman', 'v', 'matrix3', 'starwars3', 'etc', 'all', '4', 'free', 'bx420ip45w', '150pm', 'dont', 'miss', 'out']",congrat year special cinema pass for is your call 09061209465 now suprman matrix3 starwars3 etc all free bx420ip45w 150pm dont miss out,1
57,ham,"Sorry, I'll call later in meeting.",sorry ill call later in meeting,"['sorry', 'ill', 'call', 'later', 'in', 'meeting']","['sorri', 'ill', 'call', 'later', 'in', 'meet']",sorri ill call later in meet,0
58,ham,Tell where you reached,tell where you reached,"['tell', 'where', 'you', 'reached']","['tell', 'where', 'you', 'reach']",tell where you reach,0
59,ham,Yes..gauti and sehwag out of odi series.,yesgauti and sehwag out of odi series,"['yesgauti', 'and', 'sehwag', 'out', 'of', 'odi', 'series']","['yesgauti', 'and', 'sehwag', 'out', 'of', 'odi', 'seri']",yesgauti and sehwag out of odi seri,0
60,ham,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,your gonna have to pick up a 1 burger for yourself on your way home i cant even move pain is killing me,"['your', 'gonna', 'have', 'to', 'pick', 'up', 'a', '1', 'burger', 'for', 'yourself', 'on', 'your', 'way', 'home', 'i', 'cant', 'even', 'move', 'pain', 'is', 'killing', 'me']","['your', 'gonna', 'have', 'to', 'pick', 'up', 'a', '1', 'burger', 'for', 'yourself', 'on', 'your', 'way', 'home', 'i', 'cant', 'even', 'move', 'pain', 'is', 'kill', 'me']",your gonna have to pick up burger for yourself on your way home cant even move pain is kill me,0
61,ham,Ha ha ha good joke. Girls are situation seekers.,ha ha ha good joke girls are situation seekers,"['ha', 'ha', 'ha', 'good', 'joke', 'girls', 'are', 'situation', 'seekers']","['ha', 'ha', 'ha', 'good', 'joke', 'girl', 'are', 'situat', 'seeker']",ha ha ha good joke girl are situat seeker,0
62,ham,Its a part of checking IQ,its a part of checking iq,"['its', 'a', 'part', 'of', 'checking', 'iq']","['it', 'a', 'part', 'of', 'check', 'iq']",it part of check iq,0
63,ham,"Sorry my roommates took forever, it ok if I come by now?",sorry my roommates took forever it ok if i come by now,"['sorry', 'my', 'roommates', 'took', 'forever', 'it', 'ok', 'if', 'i', 'come', 'by', 'now']","['sorri', 'my', 'roommat', 'took', 'forev', 'it', 'ok', 'if', 'i', 'come', 'by', 'now']",sorri my roommat took forev it ok if come by now,0
64,ham,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,ok lar i double check wif da hair dresser already he said wun cut v short he said will cut until i look nice,"['ok', 'lar', 'i', 'double', 'check', 'wif', 'da', 'hair', 'dresser', 'already', 'he', 'said', 'wun', 'cut', 'v', 'short', 'he', 'said', 'will', 'cut', 'until', 'i', 'look', 'nice']","['ok', 'lar', 'i', 'doubl', 'check', 'wif', 'da', 'hair', 'dresser', 'alreadi', 'he', 'said', 'wun', 'cut', 'v', 'short', 'he', 'said', 'will', 'cut', 'until', 'i', 'look', 'nice']",ok lar doubl check wif da hair dresser alreadi he said wun cut short he said will cut until look nice,0
65,spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a Ã¥Â£1500 Bonus Prize, call 09066364589",as a valued customer i am pleased to advise you that following recent review of your mob no you are awarded with a ã¥â£1500 bonus prize call 09066364589,"['as', 'a', 'valued', 'customer', 'i', 'am', 'pleased', 'to', 'advise', 'you', 'that', 'following', 'recent', 'review', 'of', 'your', 'mob', 'no', 'you', 'are', 'awarded', 'with', 'a', 'ã¥â£1500', 'bonus', 'prize', 'call', '09066364589']","['as', 'a', 'valu', 'custom', 'i', 'am', 'pleas', 'to', 'advis', 'you', 'that', 'follow', 'recent', 'review', 'of', 'your', 'mob', 'no', 'you', 'are', 'award', 'with', 'a', 'ã¥â£1500', 'bonu', 'prize', 'call', '09066364589']",as valu custom am pleas to advis you that follow recent review of your mob no you are award with ã¥â£1500 bonu prize call 09066364589,1
66,ham,"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...""",today is song dedicated day which song will u dedicate for me send this to all ur valuable frnds but first rply me,"['today', 'is', 'song', 'dedicated', 'day', 'which', 'song', 'will', 'u', 'dedicate', 'for', 'me', 'send', 'this', 'to', 'all', 'ur', 'valuable', 'frnds', 'but', 'first', 'rply', 'me']","['today', 'is', 'song', 'dedic', 'day', 'which', 'song', 'will', 'u', 'dedic', 'for', 'me', 'send', 'thi', 'to', 'all', 'ur', 'valuabl', 'frnd', 'but', 'first', 'rpli', 'me']",today is song dedic day which song will dedic for me send thi to all ur valuabl frnd but first rpli me,0
67,spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or Ã¥Â£1000. To claim txt DIS to 87121 18+6*Ã¥Â£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",urgent ur awarded a complimentary trip to eurodisinc trav acoentry41 or ã¥â£1000 to claim txt dis to 87121 186ã¥â£150morefrmmob shracomorsglsuplt10 ls1 3aj,"['urgent', 'ur', 'awarded', 'a', 'complimentary', 'trip', 'to', 'eurodisinc', 'trav', 'acoentry41', 'or', 'ã¥â£1000', 'to', 'claim', 'txt', 'dis', 'to', '87121', '186ã¥â£150morefrmmob', 'shracomorsglsuplt10', 'ls1', '3aj']","['urgent', 'ur', 'award', 'a', 'complimentari', 'trip', 'to', 'eurodisinc', 'trav', 'acoentry41', 'or', 'ã¥â£1000', 'to', 'claim', 'txt', 'di', 'to', '87121', '186ã¥â£150morefrmmob', 'shracomorsglsuplt10', 'ls1', '3aj']",urgent ur award complimentari trip to eurodisinc trav acoentry41 or ã¥â£1000 to claim txt di to 87121 186ã¥â£150morefrmmob shracomorsglsuplt10 ls1 3aj,1
68,spam,"Did you hear about the new \Divorce Barbie\""? It comes with all of Ken's stuff!""",did you hear about the new divorce barbie it comes with all of kens stuff,"['did', 'you', 'hear', 'about', 'the', 'new', 'divorce', 'barbie', 'it', 'comes', 'with', 'all', 'of', 'kens', 'stuff']","['did', 'you', 'hear', 'about', 'the', 'new', 'divorc', 'barbi', 'it', 'come', 'with', 'all', 'of', 'ken', 'stuff']",did you hear about the new divorc barbi it come with all of ken stuff,1
69,ham,I plane to give on this month end.,i plane to give on this month end,"['i', 'plane', 'to', 'give', 'on', 'this', 'month', 'end']","['i', 'plane', 'to', 'give', 'on', 'thi', 'month', 'end']",plane to give on thi month end,0
70,ham,Wah lucky man... Then can save money... Hee...,wah lucky man then can save money hee,"['wah', 'lucky', 'man', 'then', 'can', 'save', 'money', 'hee']","['wah', 'lucki', 'man', 'then', 'can', 'save', 'money', 'hee']",wah lucki man then can save money hee,0
71,ham,Finished class where are you.,finished class where are you,"['finished', 'class', 'where', 'are', 'you']","['finish', 'class', 'where', 'are', 'you']",finish class where are you,0
72,ham,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,hi babe im at home now wanna do something xx,"['hi', 'babe', 'im', 'at', 'home', 'now', 'wanna', 'do', 'something', 'xx']","['hi', 'babe', 'im', 'at', 'home', 'now', 'wanna', 'do', 'someth', 'xx']",hi babe im at home now wanna do someth xx,0
73,ham,K..k:)where are you?how did you performed?,kkwhere are youhow did you performed,"['kkwhere', 'are', 'youhow', 'did', 'you', 'performed']","['kkwhere', 'are', 'youhow', 'did', 'you', 'perform']",kkwhere are youhow did you perform,0
74,ham,U can call me now...,u can call me now,"['u', 'can', 'call', 'me', 'now']","['u', 'can', 'call', 'me', 'now']",can call me now,0
75,ham,I am waiting machan. Call me once you free.,i am waiting machan call me once you free,"['i', 'am', 'waiting', 'machan', 'call', 'me', 'once', 'you', 'free']","['i', 'am', 'wait', 'machan', 'call', 'me', 'onc', 'you', 'free']",am wait machan call me onc you free,0
76,ham,Thats cool. i am a gentleman and will treat you with dignity and respect.,thats cool i am a gentleman and will treat you with dignity and respect,"['thats', 'cool', 'i', 'am', 'a', 'gentleman', 'and', 'will', 'treat', 'you', 'with', 'dignity', 'and', 'respect']","['that', 'cool', 'i', 'am', 'a', 'gentleman', 'and', 'will', 'treat', 'you', 'with', 'digniti', 'and', 'respect']",that cool am gentleman and will treat you with digniti and respect,0
77,ham,I like you peoples very much:) but am very shy pa.,i like you peoples very much but am very shy pa,"['i', 'like', 'you', 'peoples', 'very', 'much', 'but', 'am', 'very', 'shy', 'pa']","['i', 'like', 'you', 'peopl', 'veri', 'much', 'but', 'am', 'veri', 'shi', 'pa']",like you peopl veri much but am veri shi pa,0
78,ham,Does not operate after  &lt;#&gt;  or what,does not operate after  ltgt  or what,"['does', 'not', 'operate', 'after', '', 'ltgt', '', 'or', 'what']","['doe', 'not', 'oper', 'after', '', 'ltgt', '', 'or', 'what']",doe not oper after ltgt or what,0
79,ham,Its not the same here. Still looking for a job. How much do Ta's earn there.,its not the same here still looking for a job how much do tas earn there,"['its', 'not', 'the', 'same', 'here', 'still', 'looking', 'for', 'a', 'job', 'how', 'much', 'do', 'tas', 'earn', 'there']","['it', 'not', 'the', 'same', 'here', 'still', 'look', 'for', 'a', 'job', 'how', 'much', 'do', 'ta', 'earn', 'there']",it not the same here still look for job how much do ta earn there,0
80,ham,"Sorry, I'll call later",sorry ill call later,"['sorry', 'ill', 'call', 'later']","['sorri', 'ill', 'call', 'later']",sorri ill call later,0
81,ham,K. Did you call me just now ah? ,k did you call me just now ah,"['k', 'did', 'you', 'call', 'me', 'just', 'now', 'ah']","['k', 'did', 'you', 'call', 'me', 'just', 'now', 'ah']",did you call me just now ah,0
82,ham,Ok i am on the way to home hi hi,ok i am on the way to home hi hi,"['ok', 'i', 'am', 'on', 'the', 'way', 'to', 'home', 'hi', 'hi']","['ok', 'i', 'am', 'on', 'the', 'way', 'to', 'home', 'hi', 'hi']",ok am on the way to home hi hi,0
83,ham,You will be in the place of that man,you will be in the place of that man,"['you', 'will', 'be', 'in', 'the', 'place', 'of', 'that', 'man']","['you', 'will', 'be', 'in', 'the', 'place', 'of', 'that', 'man']",you will be in the place of that man,0
84,ham,Yup next stop.,yup next stop,"['yup', 'next', 'stop']","['yup', 'next', 'stop']",yup next stop,0
85,ham,"I call you later, don't have network. If urgnt, sms me.",i call you later dont have network if urgnt sms me,"['i', 'call', 'you', 'later', 'dont', 'have', 'network', 'if', 'urgnt', 'sms', 'me']","['i', 'call', 'you', 'later', 'dont', 'have', 'network', 'if', 'urgnt', 'sm', 'me']",call you later dont have network if urgnt sm me,0
86,ham,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,for real when u getting on yo i only need 2 more tickets and one more jacket and im done i already used all my multis,"['for', 'real', 'when', 'u', 'getting', 'on', 'yo', 'i', 'only', 'need', '2', 'more', 'tickets', 'and', 'one', 'more', 'jacket', 'and', 'im', 'done', 'i', 'already', 'used', 'all', 'my', 'multis']","['for', 'real', 'when', 'u', 'get', 'on', 'yo', 'i', 'onli', 'need', '2', 'more', 'ticket', 'and', 'one', 'more', 'jacket', 'and', 'im', 'done', 'i', 'alreadi', 'use', 'all', 'my', 'multi']",for real when get on yo onli need more ticket and one more jacket and im done alreadi use all my multi,0
